logP,qed,smiles,inchi,inchi_key_firstblock
1.0204081632653061,0.6877551020408162,C=CCNC(=S)NC(=O)C=Cc1ccccc1,"InChI=1S/C13H14N2OS/c1-2-10-14-13(17)15-12(16)9-8-11-6-4-3-5-7-11/h2-9H,1,10H2,(H2,14,15,16,17)",ZUXIOIZCLUVSDX
1.0204081632653061,0.6897959183673469,CN(C)c1cncc(C(=O)NC(=S)NCC#CCN)c1,"InChI=1S/C13H17N5OS/c1-18(2)11-7-10(8-15-9-11)12(19)17-13(20)16-6-4-3-5-14/h7-9H,5-6,14H2,1-2H3,(H2,16,17,19,20)",MLPQSUSJWSGVEY
1.0204081632653061,0.6918367346938775,CN(C)c1cncc(C(=O)NC(=S)NCC#CCN)c1,"InChI=1S/C13H17N5OS/c1-18(2)11-7-10(8-15-9-11)12(19)17-13(20)16-6-4-3-5-14/h7-9H,5-6,14H2,1-2H3,(H2,16,17,19,20)",MLPQSUSJWSGVEY
1.0204081632653061,0.6938775510204082,CN(C)c1cncc(C(=O)NC(=S)NCC#CCN)c1,"InChI=1S/C13H17N5OS/c1-18(2)11-7-10(8-15-9-11)12(19)17-13(20)16-6-4-3-5-14/h7-9H,5-6,14H2,1-2H3,(H2,16,17,19,20)",MLPQSUSJWSGVEY
1.0204081632653061,0.6959183673469387,CN(C)c1cncc(C(=O)NC(=S)NCC#CCN)c1,"InChI=1S/C13H17N5OS/c1-18(2)11-7-10(8-15-9-11)12(19)17-13(20)16-6-4-3-5-14/h7-9H,5-6,14H2,1-2H3,(H2,16,17,19,20)",MLPQSUSJWSGVEY
1.0204081632653061,0.6979591836734693,CN(C)c1cncc(C(=O)NC(=S)NCC#CCN)c1,"InChI=1S/C13H17N5OS/c1-18(2)11-7-10(8-15-9-11)12(19)17-13(20)16-6-4-3-5-14/h7-9H,5-6,14H2,1-2H3,(H2,16,17,19,20)",MLPQSUSJWSGVEY
1.0204081632653061,0.7,CN(C)c1cncc(C(=O)NC(=S)NCC#CCN)c1,"InChI=1S/C13H17N5OS/c1-18(2)11-7-10(8-15-9-11)12(19)17-13(20)16-6-4-3-5-14/h7-9H,5-6,14H2,1-2H3,(H2,16,17,19,20)",MLPQSUSJWSGVEY
1.0408163265306123,0.6,C#CCNC(=O)C(=O)Nc1ccc(C=CN2CCOCC2)cc1C,"InChI=1S/C18H21N3O3/c1-3-7-19-17(22)18(23)20-16-5-4-15(13-14(16)2)6-8-21-9-11-24-12-10-21/h1,4-6,8,13H,7,9-12H2,2H3,(H,19,22)(H,20,23)",LPBCLTMKEYGIGD
1.0408163265306123,0.6020408163265306,C#CCNC(=O)C(=O)Nc1ccc(C=CN2CCOCC2)cc1C,"InChI=1S/C18H21N3O3/c1-3-7-19-17(22)18(23)20-16-5-4-15(13-14(16)2)6-8-21-9-11-24-12-10-21/h1,4-6,8,13H,7,9-12H2,2H3,(H,19,22)(H,20,23)",LPBCLTMKEYGIGD
1.0408163265306123,0.6040816326530613,C#CCNC(=O)C(=O)Nc1ccc(C=CN2CCOCC2)cc1C,"InChI=1S/C18H21N3O3/c1-3-7-19-17(22)18(23)20-16-5-4-15(13-14(16)2)6-8-21-9-11-24-12-10-21/h1,4-6,8,13H,7,9-12H2,2H3,(H,19,22)(H,20,23)",LPBCLTMKEYGIGD
1.0408163265306123,0.6061224489795918,C#CCNC(=O)C(=O)Nc1ccc(C=CN2CCOCC2)cc1C,"InChI=1S/C18H21N3O3/c1-3-7-19-17(22)18(23)20-16-5-4-15(13-14(16)2)6-8-21-9-11-24-12-10-21/h1,4-6,8,13H,7,9-12H2,2H3,(H,19,22)(H,20,23)",LPBCLTMKEYGIGD
1.0408163265306123,0.6081632653061224,C#CCNC(=O)C(=O)Nc1ccc(C=CN2CCOCC2)cc1C,"InChI=1S/C18H21N3O3/c1-3-7-19-17(22)18(23)20-16-5-4-15(13-14(16)2)6-8-21-9-11-24-12-10-21/h1,4-6,8,13H,7,9-12H2,2H3,(H,19,22)(H,20,23)",LPBCLTMKEYGIGD
1.0408163265306123,0.610204081632653,C#CCNC(=O)C(=O)Nc1ccc(C=C)cc1C,"InChI=1S/C14H14N2O2/c1-4-8-15-13(17)14(18)16-12-7-6-11(5-2)9-10(12)3/h1,5-7,9H,2,8H2,3H3,(H,15,17)(H,16,18)",KUGYMYVTXVEGQI
1.0408163265306123,0.6122448979591837,C#CCNC(=O)C(=O)Nc1ccc(C=C)cc1C,"InChI=1S/C14H14N2O2/c1-4-8-15-13(17)14(18)16-12-7-6-11(5-2)9-10(12)3/h1,5-7,9H,2,8H2,3H3,(H,15,17)(H,16,18)",KUGYMYVTXVEGQI
1.0408163265306123,0.6142857142857142,C#CCNC(=O)C(=O)Nc1ccc(C=C)cc1C,"InChI=1S/C14H14N2O2/c1-4-8-15-13(17)14(18)16-12-7-6-11(5-2)9-10(12)3/h1,5-7,9H,2,8H2,3H3,(H,15,17)(H,16,18)",KUGYMYVTXVEGQI
1.0408163265306123,0.6163265306122448,C#CCNC(=O)C(=O)Nc1ccc(C=C)cc1C,"InChI=1S/C14H14N2O2/c1-4-8-15-13(17)14(18)16-12-7-6-11(5-2)9-10(12)3/h1,5-7,9H,2,8H2,3H3,(H,15,17)(H,16,18)",KUGYMYVTXVEGQI
1.0408163265306123,0.6183673469387755,C#CCNC(=O)C(=O)Nc1ccc(C=C)cc1C,"InChI=1S/C14H14N2O2/c1-4-8-15-13(17)14(18)16-12-7-6-11(5-2)9-10(12)3/h1,5-7,9H,2,8H2,3H3,(H,15,17)(H,16,18)",KUGYMYVTXVEGQI
1.0408163265306123,0.6204081632653061,C#CCNC(=O)C(=O)Nc1ccc(C=C)cc1C,"InChI=1S/C14H14N2O2/c1-4-8-15-13(17)14(18)16-12-7-6-11(5-2)9-10(12)3/h1,5-7,9H,2,8H2,3H3,(H,15,17)(H,16,18)",KUGYMYVTXVEGQI
1.0408163265306123,0.6224489795918368,C#CCNC(=O)C(=O)Nc1ccc(C=C)cc1C,"InChI=1S/C14H14N2O2/c1-4-8-15-13(17)14(18)16-12-7-6-11(5-2)9-10(12)3/h1,5-7,9H,2,8H2,3H3,(H,15,17)(H,16,18)",KUGYMYVTXVEGQI
1.0408163265306123,0.6244897959183673,C#CCNC(=O)C(=O)Nc1ccc(C=C)cc1C,"InChI=1S/C14H14N2O2/c1-4-8-15-13(17)14(18)16-12-7-6-11(5-2)9-10(12)3/h1,5-7,9H,2,8H2,3H3,(H,15,17)(H,16,18)",KUGYMYVTXVEGQI
1.0408163265306123,0.6265306122448979,C#CCNC(=O)C(=O)Nc1ccc(C=C)cc1C,"InChI=1S/C14H14N2O2/c1-4-8-15-13(17)14(18)16-12-7-6-11(5-2)9-10(12)3/h1,5-7,9H,2,8H2,3H3,(H,15,17)(H,16,18)",KUGYMYVTXVEGQI
1.0408163265306123,0.6285714285714286,C#CCNC(=O)C(=O)Nc1ccc(C=C)cc1C,"InChI=1S/C14H14N2O2/c1-4-8-15-13(17)14(18)16-12-7-6-11(5-2)9-10(12)3/h1,5-7,9H,2,8H2,3H3,(H,15,17)(H,16,18)",KUGYMYVTXVEGQI
1.0408163265306123,0.6306122448979592,C#CCNC(=O)C(=O)Nc1ccc(C=C)cc1C,"InChI=1S/C14H14N2O2/c1-4-8-15-13(17)14(18)16-12-7-6-11(5-2)9-10(12)3/h1,5-7,9H,2,8H2,3H3,(H,15,17)(H,16,18)",KUGYMYVTXVEGQI
1.0408163265306123,0.6326530612244897,C#CCNC(=O)C(=O)Nc1ccc(C=C)cc1C,"InChI=1S/C14H14N2O2/c1-4-8-15-13(17)14(18)16-12-7-6-11(5-2)9-10(12)3/h1,5-7,9H,2,8H2,3H3,(H,15,17)(H,16,18)",KUGYMYVTXVEGQI
1.0408163265306123,0.6346938775510204,C#CCNC(=O)C(=O)Nc1ccc(C=C)cc1C,"InChI=1S/C14H14N2O2/c1-4-8-15-13(17)14(18)16-12-7-6-11(5-2)9-10(12)3/h1,5-7,9H,2,8H2,3H3,(H,15,17)(H,16,18)",KUGYMYVTXVEGQI
1.0408163265306123,0.636734693877551,C#CCNC(=O)C(=O)Nc1ccc(C=C)cc1C,"InChI=1S/C14H14N2O2/c1-4-8-15-13(17)14(18)16-12-7-6-11(5-2)9-10(12)3/h1,5-7,9H,2,8H2,3H3,(H,15,17)(H,16,18)",KUGYMYVTXVEGQI
1.0408163265306123,0.6387755102040816,C#CCNC(=O)C(=O)Nc1ccc(C=C)cc1C,"InChI=1S/C14H14N2O2/c1-4-8-15-13(17)14(18)16-12-7-6-11(5-2)9-10(12)3/h1,5-7,9H,2,8H2,3H3,(H,15,17)(H,16,18)",KUGYMYVTXVEGQI
1.0408163265306123,0.6408163265306123,C#CCNC(=O)C(=O)Nc1ccc(C=C)cc1C,"InChI=1S/C14H14N2O2/c1-4-8-15-13(17)14(18)16-12-7-6-11(5-2)9-10(12)3/h1,5-7,9H,2,8H2,3H3,(H,15,17)(H,16,18)",KUGYMYVTXVEGQI
1.0408163265306123,0.6428571428571428,C#CCNC(=O)C(=O)Nc1ccc(C=C)cc1C,"InChI=1S/C14H14N2O2/c1-4-8-15-13(17)14(18)16-12-7-6-11(5-2)9-10(12)3/h1,5-7,9H,2,8H2,3H3,(H,15,17)(H,16,18)",KUGYMYVTXVEGQI
1.0408163265306123,0.6448979591836734,C#CCNC(=O)C(=O)Nc1ccc(C=C)cc1C,"InChI=1S/C14H14N2O2/c1-4-8-15-13(17)14(18)16-12-7-6-11(5-2)9-10(12)3/h1,5-7,9H,2,8H2,3H3,(H,15,17)(H,16,18)",KUGYMYVTXVEGQI
1.0408163265306123,0.6469387755102041,C#CCNC(=O)C(=O)Nc1ccc(C=C)cc1C,"InChI=1S/C14H14N2O2/c1-4-8-15-13(17)14(18)16-12-7-6-11(5-2)9-10(12)3/h1,5-7,9H,2,8H2,3H3,(H,15,17)(H,16,18)",KUGYMYVTXVEGQI
1.0408163265306123,0.6489795918367347,C#CCNC(=O)C(=O)Nc1ccc(C=C)cc1C,"InChI=1S/C14H14N2O2/c1-4-8-15-13(17)14(18)16-12-7-6-11(5-2)9-10(12)3/h1,5-7,9H,2,8H2,3H3,(H,15,17)(H,16,18)",KUGYMYVTXVEGQI
1.0408163265306123,0.6510204081632652,C#CCNC(=O)C(=O)Nc1ccc(C=C)cc1C,"InChI=1S/C14H14N2O2/c1-4-8-15-13(17)14(18)16-12-7-6-11(5-2)9-10(12)3/h1,5-7,9H,2,8H2,3H3,(H,15,17)(H,16,18)",KUGYMYVTXVEGQI
1.0408163265306123,0.6530612244897959,C#CCNC(=O)C(=O)Nc1ccc(C=C)cc1C,"InChI=1S/C14H14N2O2/c1-4-8-15-13(17)14(18)16-12-7-6-11(5-2)9-10(12)3/h1,5-7,9H,2,8H2,3H3,(H,15,17)(H,16,18)",KUGYMYVTXVEGQI
1.0408163265306123,0.6551020408163265,C=CCNC(=S)NC(=O)C=Cc1ccccc1,"InChI=1S/C13H14N2OS/c1-2-10-14-13(17)15-12(16)9-8-11-6-4-3-5-7-11/h2-9H,1,10H2,(H2,14,15,16,17)",ZUXIOIZCLUVSDX
1.0408163265306123,0.6571428571428571,C=CCNC(=S)NC(=O)C=Cc1ccccc1,"InChI=1S/C13H14N2OS/c1-2-10-14-13(17)15-12(16)9-8-11-6-4-3-5-7-11/h2-9H,1,10H2,(H2,14,15,16,17)",ZUXIOIZCLUVSDX
1.0408163265306123,0.6591836734693878,C=CCNC(=S)NC(=O)C=Cc1ccccc1,"InChI=1S/C13H14N2OS/c1-2-10-14-13(17)15-12(16)9-8-11-6-4-3-5-7-11/h2-9H,1,10H2,(H2,14,15,16,17)",ZUXIOIZCLUVSDX
1.0408163265306123,0.6612244897959183,C=CCNC(=S)NC(=O)C=Cc1ccccc1,"InChI=1S/C13H14N2OS/c1-2-10-14-13(17)15-12(16)9-8-11-6-4-3-5-7-11/h2-9H,1,10H2,(H2,14,15,16,17)",ZUXIOIZCLUVSDX
1.0408163265306123,0.6632653061224489,C=CCNC(=S)NC(=O)C=Cc1ccccc1,"InChI=1S/C13H14N2OS/c1-2-10-14-13(17)15-12(16)9-8-11-6-4-3-5-7-11/h2-9H,1,10H2,(H2,14,15,16,17)",ZUXIOIZCLUVSDX
1.0408163265306123,0.6653061224489796,C=CCNC(=S)NC(=O)C=Cc1ccccc1,"InChI=1S/C13H14N2OS/c1-2-10-14-13(17)15-12(16)9-8-11-6-4-3-5-7-11/h2-9H,1,10H2,(H2,14,15,16,17)",ZUXIOIZCLUVSDX
1.0408163265306123,0.6673469387755102,C=CCNC(=S)NC(=O)C=Cc1ccccc1,"InChI=1S/C13H14N2OS/c1-2-10-14-13(17)15-12(16)9-8-11-6-4-3-5-7-11/h2-9H,1,10H2,(H2,14,15,16,17)",ZUXIOIZCLUVSDX
1.0408163265306123,0.6693877551020407,C=CCNC(=S)NC(=O)C=Cc1ccccc1,"InChI=1S/C13H14N2OS/c1-2-10-14-13(17)15-12(16)9-8-11-6-4-3-5-7-11/h2-9H,1,10H2,(H2,14,15,16,17)",ZUXIOIZCLUVSDX
1.0408163265306123,0.6714285714285714,C=CCNC(=S)NC(=O)C=Cc1ccccc1,"InChI=1S/C13H14N2OS/c1-2-10-14-13(17)15-12(16)9-8-11-6-4-3-5-7-11/h2-9H,1,10H2,(H2,14,15,16,17)",ZUXIOIZCLUVSDX
1.0408163265306123,0.673469387755102,C=CCNC(=S)NC(=O)C=Cc1ccccc1,"InChI=1S/C13H14N2OS/c1-2-10-14-13(17)15-12(16)9-8-11-6-4-3-5-7-11/h2-9H,1,10H2,(H2,14,15,16,17)",ZUXIOIZCLUVSDX
1.0408163265306123,0.6755102040816326,C=CCNC(=S)NC(=O)C=Cc1ccccc1,"InChI=1S/C13H14N2OS/c1-2-10-14-13(17)15-12(16)9-8-11-6-4-3-5-7-11/h2-9H,1,10H2,(H2,14,15,16,17)",ZUXIOIZCLUVSDX
1.0408163265306123,0.6775510204081632,C=CCNC(=S)NC(=O)C=Cc1ccccc1,"InChI=1S/C13H14N2OS/c1-2-10-14-13(17)15-12(16)9-8-11-6-4-3-5-7-11/h2-9H,1,10H2,(H2,14,15,16,17)",ZUXIOIZCLUVSDX
1.0408163265306123,0.6795918367346938,C=CCNC(=S)NC(=O)C=Cc1ccccc1,"InChI=1S/C13H14N2OS/c1-2-10-14-13(17)15-12(16)9-8-11-6-4-3-5-7-11/h2-9H,1,10H2,(H2,14,15,16,17)",ZUXIOIZCLUVSDX
1.0408163265306123,0.6816326530612244,C=CCNC(=S)NC(=O)C=Cc1ccccc1,"InChI=1S/C13H14N2OS/c1-2-10-14-13(17)15-12(16)9-8-11-6-4-3-5-7-11/h2-9H,1,10H2,(H2,14,15,16,17)",ZUXIOIZCLUVSDX
1.0408163265306123,0.6836734693877551,C=CCNC(=S)NC(=O)C=Cc1ccccc1,"InChI=1S/C13H14N2OS/c1-2-10-14-13(17)15-12(16)9-8-11-6-4-3-5-7-11/h2-9H,1,10H2,(H2,14,15,16,17)",ZUXIOIZCLUVSDX
1.0408163265306123,0.6857142857142857,C=CCNC(=S)NC(=O)C=Cc1ccccc1,"InChI=1S/C13H14N2OS/c1-2-10-14-13(17)15-12(16)9-8-11-6-4-3-5-7-11/h2-9H,1,10H2,(H2,14,15,16,17)",ZUXIOIZCLUVSDX
1.0408163265306123,0.6877551020408162,C=CCNC(=S)NC(=O)C=Cc1ccccc1,"InChI=1S/C13H14N2OS/c1-2-10-14-13(17)15-12(16)9-8-11-6-4-3-5-7-11/h2-9H,1,10H2,(H2,14,15,16,17)",ZUXIOIZCLUVSDX
1.0408163265306123,0.6897959183673469,CN(C)c1cncc(C(=O)NC(=S)NCC#CCN)c1,"InChI=1S/C13H17N5OS/c1-18(2)11-7-10(8-15-9-11)12(19)17-13(20)16-6-4-3-5-14/h7-9H,5-6,14H2,1-2H3,(H2,16,17,19,20)",MLPQSUSJWSGVEY
1.0408163265306123,0.6918367346938775,CN(C)c1cncc(C(=O)NC(=S)NCC#CCN)c1,"InChI=1S/C13H17N5OS/c1-18(2)11-7-10(8-15-9-11)12(19)17-13(20)16-6-4-3-5-14/h7-9H,5-6,14H2,1-2H3,(H2,16,17,19,20)",MLPQSUSJWSGVEY
1.0408163265306123,0.6938775510204082,CN(C)c1cncc(C(=O)NC(=S)NCC#CCN)c1,"InChI=1S/C13H17N5OS/c1-18(2)11-7-10(8-15-9-11)12(19)17-13(20)16-6-4-3-5-14/h7-9H,5-6,14H2,1-2H3,(H2,16,17,19,20)",MLPQSUSJWSGVEY
1.0408163265306123,0.6959183673469387,CN(C)c1cncc(C(=O)NC(=S)NCC#CCN)c1,"InChI=1S/C13H17N5OS/c1-18(2)11-7-10(8-15-9-11)12(19)17-13(20)16-6-4-3-5-14/h7-9H,5-6,14H2,1-2H3,(H2,16,17,19,20)",MLPQSUSJWSGVEY
1.0408163265306123,0.6979591836734693,CN(C)c1cncc(C(=O)NC(=S)NCC#CCN)c1,"InChI=1S/C13H17N5OS/c1-18(2)11-7-10(8-15-9-11)12(19)17-13(20)16-6-4-3-5-14/h7-9H,5-6,14H2,1-2H3,(H2,16,17,19,20)",MLPQSUSJWSGVEY
1.0408163265306123,0.7,CN(C)c1cncc(C(=O)NC(=S)NCC#CCN)c1,"InChI=1S/C13H17N5OS/c1-18(2)11-7-10(8-15-9-11)12(19)17-13(20)16-6-4-3-5-14/h7-9H,5-6,14H2,1-2H3,(H2,16,17,19,20)",MLPQSUSJWSGVEY
1.0612244897959184,0.6,C#CCNC(=O)C(=O)Nc1ccc(C=CN2CCOCC2)cc1C,"InChI=1S/C18H21N3O3/c1-3-7-19-17(22)18(23)20-16-5-4-15(13-14(16)2)6-8-21-9-11-24-12-10-21/h1,4-6,8,13H,7,9-12H2,2H3,(H,19,22)(H,20,23)",LPBCLTMKEYGIGD
1.0612244897959184,0.6020408163265306,C#CCNC(=O)C(=O)Nc1ccc(C=CN2CCOCC2)cc1C,"InChI=1S/C18H21N3O3/c1-3-7-19-17(22)18(23)20-16-5-4-15(13-14(16)2)6-8-21-9-11-24-12-10-21/h1,4-6,8,13H,7,9-12H2,2H3,(H,19,22)(H,20,23)",LPBCLTMKEYGIGD
1.0612244897959184,0.6040816326530613,C#CCNC(=O)C(=O)Nc1ccc(C=CN2CCOCC2)cc1C,"InChI=1S/C18H21N3O3/c1-3-7-19-17(22)18(23)20-16-5-4-15(13-14(16)2)6-8-21-9-11-24-12-10-21/h1,4-6,8,13H,7,9-12H2,2H3,(H,19,22)(H,20,23)",LPBCLTMKEYGIGD
1.0612244897959184,0.6061224489795918,C#CCNC(=O)C(=O)Nc1ccc(C=CN2CCOCC2)cc1C,"InChI=1S/C18H21N3O3/c1-3-7-19-17(22)18(23)20-16-5-4-15(13-14(16)2)6-8-21-9-11-24-12-10-21/h1,4-6,8,13H,7,9-12H2,2H3,(H,19,22)(H,20,23)",LPBCLTMKEYGIGD
1.0612244897959184,0.6081632653061224,C#CCNC(=O)C(=O)Nc1ccc(C=CN2CCOCC2)cc1C,"InChI=1S/C18H21N3O3/c1-3-7-19-17(22)18(23)20-16-5-4-15(13-14(16)2)6-8-21-9-11-24-12-10-21/h1,4-6,8,13H,7,9-12H2,2H3,(H,19,22)(H,20,23)",LPBCLTMKEYGIGD
1.0612244897959184,0.610204081632653,C#CCNC(=O)C(=O)Nc1ccc(C=CN2CCOCC2)cc1C,"InChI=1S/C18H21N3O3/c1-3-7-19-17(22)18(23)20-16-5-4-15(13-14(16)2)6-8-21-9-11-24-12-10-21/h1,4-6,8,13H,7,9-12H2,2H3,(H,19,22)(H,20,23)",LPBCLTMKEYGIGD
1.0612244897959184,0.6122448979591837,C#CCNC(=O)C(=O)Nc1ccc(C=CN2CCOCC2)cc1C,"InChI=1S/C18H21N3O3/c1-3-7-19-17(22)18(23)20-16-5-4-15(13-14(16)2)6-8-21-9-11-24-12-10-21/h1,4-6,8,13H,7,9-12H2,2H3,(H,19,22)(H,20,23)",LPBCLTMKEYGIGD
1.0612244897959184,0.6142857142857142,C#CCNC(=O)C(=O)Nc1ccc(C=CN2CCOCC2)cc1C,"InChI=1S/C18H21N3O3/c1-3-7-19-17(22)18(23)20-16-5-4-15(13-14(16)2)6-8-21-9-11-24-12-10-21/h1,4-6,8,13H,7,9-12H2,2H3,(H,19,22)(H,20,23)",LPBCLTMKEYGIGD
1.0612244897959184,0.6163265306122448,C#CCNC(=O)C(=O)Nc1ccc(C=CN2CCOCC2)cc1C,"InChI=1S/C18H21N3O3/c1-3-7-19-17(22)18(23)20-16-5-4-15(13-14(16)2)6-8-21-9-11-24-12-10-21/h1,4-6,8,13H,7,9-12H2,2H3,(H,19,22)(H,20,23)",LPBCLTMKEYGIGD
1.0612244897959184,0.6183673469387755,C#CCNC(=O)C(=O)Nc1ccc(C=C)cc1C,"InChI=1S/C14H14N2O2/c1-4-8-15-13(17)14(18)16-12-7-6-11(5-2)9-10(12)3/h1,5-7,9H,2,8H2,3H3,(H,15,17)(H,16,18)",KUGYMYVTXVEGQI
1.0612244897959184,0.6204081632653061,C#CCNC(=O)C(=O)Nc1ccc(C=C)cc1C,"InChI=1S/C14H14N2O2/c1-4-8-15-13(17)14(18)16-12-7-6-11(5-2)9-10(12)3/h1,5-7,9H,2,8H2,3H3,(H,15,17)(H,16,18)",KUGYMYVTXVEGQI
1.0612244897959184,0.6224489795918368,C#CCNC(=O)C(=O)Nc1ccc(C=C)cc1C,"InChI=1S/C14H14N2O2/c1-4-8-15-13(17)14(18)16-12-7-6-11(5-2)9-10(12)3/h1,5-7,9H,2,8H2,3H3,(H,15,17)(H,16,18)",KUGYMYVTXVEGQI
1.0612244897959184,0.6244897959183673,C#CCNC(=O)C(=O)Nc1ccc(C=C)cc1C,"InChI=1S/C14H14N2O2/c1-4-8-15-13(17)14(18)16-12-7-6-11(5-2)9-10(12)3/h1,5-7,9H,2,8H2,3H3,(H,15,17)(H,16,18)",KUGYMYVTXVEGQI
1.0612244897959184,0.6265306122448979,C#CCNC(=O)C(=O)Nc1ccc(C=C)cc1C,"InChI=1S/C14H14N2O2/c1-4-8-15-13(17)14(18)16-12-7-6-11(5-2)9-10(12)3/h1,5-7,9H,2,8H2,3H3,(H,15,17)(H,16,18)",KUGYMYVTXVEGQI
1.0612244897959184,0.6285714285714286,C#CCNC(=O)C(=O)Nc1ccc(C=C)cc1C,"InChI=1S/C14H14N2O2/c1-4-8-15-13(17)14(18)16-12-7-6-11(5-2)9-10(12)3/h1,5-7,9H,2,8H2,3H3,(H,15,17)(H,16,18)",KUGYMYVTXVEGQI
1.0612244897959184,0.6306122448979592,C#CCNC(=O)C(=O)Nc1ccc(C=C)cc1C,"InChI=1S/C14H14N2O2/c1-4-8-15-13(17)14(18)16-12-7-6-11(5-2)9-10(12)3/h1,5-7,9H,2,8H2,3H3,(H,15,17)(H,16,18)",KUGYMYVTXVEGQI
1.0612244897959184,0.6326530612244897,C#CCNC(=O)C(=O)Nc1ccc(C=C)cc1C,"InChI=1S/C14H14N2O2/c1-4-8-15-13(17)14(18)16-12-7-6-11(5-2)9-10(12)3/h1,5-7,9H,2,8H2,3H3,(H,15,17)(H,16,18)",KUGYMYVTXVEGQI
1.0612244897959184,0.6346938775510204,C#CCNC(=O)C(=O)Nc1ccc(C=C)cc1C,"InChI=1S/C14H14N2O2/c1-4-8-15-13(17)14(18)16-12-7-6-11(5-2)9-10(12)3/h1,5-7,9H,2,8H2,3H3,(H,15,17)(H,16,18)",KUGYMYVTXVEGQI
1.0612244897959184,0.636734693877551,C#CCNC(=O)C(=O)Nc1ccc(C=C)cc1C,"InChI=1S/C14H14N2O2/c1-4-8-15-13(17)14(18)16-12-7-6-11(5-2)9-10(12)3/h1,5-7,9H,2,8H2,3H3,(H,15,17)(H,16,18)",KUGYMYVTXVEGQI
1.0612244897959184,0.6387755102040816,C#CCNC(=O)C(=O)Nc1ccc(C=C)cc1C,"InChI=1S/C14H14N2O2/c1-4-8-15-13(17)14(18)16-12-7-6-11(5-2)9-10(12)3/h1,5-7,9H,2,8H2,3H3,(H,15,17)(H,16,18)",KUGYMYVTXVEGQI
1.0612244897959184,0.6408163265306123,C#CCNC(=O)C(=O)Nc1ccc(C=C)cc1C,"InChI=1S/C14H14N2O2/c1-4-8-15-13(17)14(18)16-12-7-6-11(5-2)9-10(12)3/h1,5-7,9H,2,8H2,3H3,(H,15,17)(H,16,18)",KUGYMYVTXVEGQI
1.0612244897959184,0.6428571428571428,C#CCNC(=O)C(=O)Nc1ccc(C=C)cc1C,"InChI=1S/C14H14N2O2/c1-4-8-15-13(17)14(18)16-12-7-6-11(5-2)9-10(12)3/h1,5-7,9H,2,8H2,3H3,(H,15,17)(H,16,18)",KUGYMYVTXVEGQI
1.0612244897959184,0.6448979591836734,C#CCNC(=O)C(=O)Nc1ccc(C=C)cc1C,"InChI=1S/C14H14N2O2/c1-4-8-15-13(17)14(18)16-12-7-6-11(5-2)9-10(12)3/h1,5-7,9H,2,8H2,3H3,(H,15,17)(H,16,18)",KUGYMYVTXVEGQI
1.0612244897959184,0.6469387755102041,C#CCNC(=O)C(=O)Nc1ccc(C=C)cc1C,"InChI=1S/C14H14N2O2/c1-4-8-15-13(17)14(18)16-12-7-6-11(5-2)9-10(12)3/h1,5-7,9H,2,8H2,3H3,(H,15,17)(H,16,18)",KUGYMYVTXVEGQI
1.0612244897959184,0.6489795918367347,C#CCNC(=O)C(=O)Nc1ccc(C=C)cc1C,"InChI=1S/C14H14N2O2/c1-4-8-15-13(17)14(18)16-12-7-6-11(5-2)9-10(12)3/h1,5-7,9H,2,8H2,3H3,(H,15,17)(H,16,18)",KUGYMYVTXVEGQI
1.0612244897959184,0.6510204081632652,C#CCNC(=O)C(=O)Nc1ccc(C=C)cc1C,"InChI=1S/C14H14N2O2/c1-4-8-15-13(17)14(18)16-12-7-6-11(5-2)9-10(12)3/h1,5-7,9H,2,8H2,3H3,(H,15,17)(H,16,18)",KUGYMYVTXVEGQI
1.0612244897959184,0.6530612244897959,C#CCNC(=O)C(=O)Nc1ccc(C=C)cc1C,"InChI=1S/C14H14N2O2/c1-4-8-15-13(17)14(18)16-12-7-6-11(5-2)9-10(12)3/h1,5-7,9H,2,8H2,3H3,(H,15,17)(H,16,18)",KUGYMYVTXVEGQI
1.0612244897959184,0.6551020408163265,C#CCNC(=O)C(=O)Nc1ccc(C=C)cc1C,"InChI=1S/C14H14N2O2/c1-4-8-15-13(17)14(18)16-12-7-6-11(5-2)9-10(12)3/h1,5-7,9H,2,8H2,3H3,(H,15,17)(H,16,18)",KUGYMYVTXVEGQI
1.0612244897959184,0.6571428571428571,C=CCNC(=S)NC(=O)C=Cc1ccccc1,"InChI=1S/C13H14N2OS/c1-2-10-14-13(17)15-12(16)9-8-11-6-4-3-5-7-11/h2-9H,1,10H2,(H2,14,15,16,17)",ZUXIOIZCLUVSDX
1.0612244897959184,0.6591836734693878,C=CCNC(=S)NC(=O)C=Cc1ccccc1,"InChI=1S/C13H14N2OS/c1-2-10-14-13(17)15-12(16)9-8-11-6-4-3-5-7-11/h2-9H,1,10H2,(H2,14,15,16,17)",ZUXIOIZCLUVSDX
1.0612244897959184,0.6612244897959183,C=CCNC(=S)NC(=O)C=Cc1ccccc1,"InChI=1S/C13H14N2OS/c1-2-10-14-13(17)15-12(16)9-8-11-6-4-3-5-7-11/h2-9H,1,10H2,(H2,14,15,16,17)",ZUXIOIZCLUVSDX
1.0612244897959184,0.6632653061224489,C=CCNC(=S)NC(=O)C=Cc1ccccc1,"InChI=1S/C13H14N2OS/c1-2-10-14-13(17)15-12(16)9-8-11-6-4-3-5-7-11/h2-9H,1,10H2,(H2,14,15,16,17)",ZUXIOIZCLUVSDX
